estado;sigla;regiao;cidade;populacao;pib;pib_percapita
SANTA CATARINA;SC;SUL;CALMON;4265;41113.1015625;9639.65039062
SANTA CATARINA;SC;SUL;SÃO LUDGERO;10951;263178.375;24032.359375
SANTA CATARINA;SC;SUL;PAULO LOPES;7255;84931.421875;11706.61035156
SANTA CATARINA;SC;SUL;XANXERÊ;42174;916734.4375;21736.9609375
SANTA CATARINA;SC;SUL;AGRONÔMICA;4925;80491.53125;16343.45996094
SANTA CATARINA;SC;SUL;DESCANSO;8898;135342.984375;15210.5
SANTA CATARINA;SC;SUL;IPIRA;4771;42986.97265625;9010.04980469
SANTA CATARINA;SC;SUL;MORRO GRANDE;2775;71876.84375;25901.5703125
SANTA CATARINA;SC;SUL;PONTE ALTA DO NORTE;3677;56893.35546875;15472.75976562
SANTA CATARINA;SC;SUL;ITAIÓPOLIS;20551;336894.96875;16393.11914062
SANTA CATARINA;SC;SUL;VITOR MEIRELES;5756;71268.7265625;12381.63964844
SANTA CATARINA;SC;SUL;IMBUIA;5738;90478.6875;15768.33007812
SANTA CATARINA;SC;SUL;UNIÃO DO OESTE;3084;37974.44140625;12313.37011719
SANTA CATARINA;SC;SUL;JAGUARUNA;16418;197815.75;12048.70996094
SANTA CATARINA;SC;SUL;SEARA;17827;578891.9375;32472.75976562
SANTA CATARINA;SC;SUL;CORONEL MARTINS;2583;32803.5703125;12699.79980469
SANTA CATARINA;SC;SUL;MONDAÍ;9515;267737.5;28138.4609375
SANTA CATARINA;SC;SUL;XAVANTINA;4316;80354.28125;18617.76953125
SANTA CATARINA;SC;SUL;SANTO AMARO DA IMPERATRIZ;18436;209857.84375;11383.04980469
SANTA CATARINA;SC;SUL;BRAÇO DO NORTE;29317;502818.3125;17151.08007812
SANTA CATARINA;SC;SUL;MATOS COSTA;2826;27616.203125;9772.19042969
SANTA CATARINA;SC;SUL;FORMOSA DO SUL;2683;33405.02734375;12450.62011719
SANTA CATARINA;SC;SUL;CAMPO ALEGRE;11713;169965.046875;14510.79980469
SANTA CATARINA;SC;SUL;JOAÇABA;25322;851195.8125;33614.87109375
SANTA CATARINA;SC;SUL;ABELARDO LUZ;16899;412689.84375;24420.9609375
SANTA CATARINA;SC;SUL;TURVO;11427;334084.625;29236.41992188
SANTA CATARINA;SC;SUL;ITAJAÍ;172081;10870486.0;63170.75
SANTA CATARINA;SC;SUL;SÃO DOMINGOS;9611;201767.796875;20993.41992188
SANTA CATARINA;SC;SUL;TREZE DE MAIO;6791;86741.7734375;12773.04980469
SANTA CATARINA;SC;SUL;IBICARÉ;3458;46735.234375;13515.11035156
SANTA CATARINA;SC;SUL;SERRA ALTA;3277;44036.15625;13437.95019531
SANTA CATARINA;SC;SUL;BALNEÁRIO BARRA DO SUL;7791;84694.8515625;10870.86035156
SANTA CATARINA;SC;SUL;PONTE ALTA;5228;62066.015625;11871.84960938
SANTA CATARINA;SC;SUL;PALMITOS;16596;355737.84375;21435.15039062
SANTA CATARINA;SC;SUL;CAPÃO ALTO;3358;47479.2578125;14139.15039062
SANTA CATARINA;SC;SUL;MAFRA;52933;899691.5625;16996.80078125
SANTA CATARINA;SC;SUL;PAPANDUVA;17670;284224.75;16085.16015625
SANTA CATARINA;SC;SUL;BOM RETIRO;8594;116169.546875;13517.51953125
SANTA CATARINA;SC;SUL;ALFREDO WAGNER;10274;170042.234375;16550.73046875
SANTA CATARINA;SC;SUL;BALNEÁRIO ARROIO DO SILVA;8808;69070.9921875;7841.85009766
SANTA CATARINA;SC;SUL;NOVA ERECHIM;4381;60672.01171875;13848.90039062
SANTA CATARINA;SC;SUL;RANCHO QUEIMADO;2893;38830.9453125;13422.37988281
SANTA CATARINA;SC;SUL;TUNÁPOLIS;4775;65162.640625;13646.62988281
SANTA CATARINA;SC;SUL;AURORA;5560;87116.484375;15668.4296875
SANTA CATARINA;SC;SUL;RIO DO CAMPO;6135;92486.703125;15075.25976562
SANTA CATARINA;SC;SUL;BRUNÓPOLIS;2943;41448.7890625;14083.86035156
SANTA CATARINA;SC;SUL;LACERDÓPOLIS;2266;39482.30859375;17423.7890625
SANTA CATARINA;SC;SUL;MAREMA;2275;33027.140625;14517.41992188
SANTA CATARINA;SC;SUL;RIO RUFINO;2518;25421.84375;10096.04980469
SANTA CATARINA;SC;SUL;ARAQUARI;23080;328927.0625;14251.61035156
SANTA CATARINA;SC;SUL;ARVOREDO;2241;32409.2578125;14461.95996094
SANTA CATARINA;SC;SUL;SÃO MIGUEL DA BOA VISTA;2026;20000.97851562;9872.15039062
SANTA CATARINA;SC;SUL;JOINVILLE;497331;13345175.0;26833.58984375
SANTA CATARINA;SC;SUL;SÃO JOÃO DO ITAPERIÚ;3426;54840.57421875;16007.16992188
SANTA CATARINA;SC;SUL;IOMERÊ;2643;41796.70703125;15814.12011719
SANTA CATARINA;SC;SUL;SÃO JOÃO DO OESTE;6269;135608.1875;21631.55078125
SANTA CATARINA;SC;SUL;IPORÃ DO OESTE;8405;122880.65625;14619.95019531
SANTA CATARINA;SC;SUL;CANOINHAS;54645;870443.8125;15929.0703125
SANTA CATARINA;SC;SUL;PONTE SERRADA;11724;109785.2890625;9364.15039062
SANTA CATARINA;SC;SUL;ANITA GARIBALDI;9191;72505.25;7888.72021484
SANTA CATARINA;SC;SUL;ARMAZÉM;7650;88796.65625;11607.41015625
SANTA CATARINA;SC;SUL;ROMELÂNDIA;5760;62736.05078125;10891.6796875
SANTA CATARINA;SC;SUL;SOMBRIO;25553;341365.5;13359.12011719
SANTA CATARINA;SC;SUL;SÃO LOURENÇO DO OESTE;23015;515054.65625;22379.08984375
SANTA CATARINA;SC;SUL;BANDEIRANTE;3095;32892.89453125;10627.75
SANTA CATARINA;SC;SUL;PRESIDENTE GETÚLIO;14392;276782.78125;19231.7109375
SANTA CATARINA;SC;SUL;LONTRAS;9660;111316.9609375;11523.5
SANTA CATARINA;SC;SUL;AGROLÂNDIA;9661;139041.734375;14392.05957031
SANTA CATARINA;SC;SUL;ENTRE RIOS;3104;23694.78710938;7633.62988281
SANTA CATARINA;SC;SUL;TIMBÉ DO SUL;5260;64288.10546875;12222.0703125
SANTA CATARINA;SC;SUL;SANTIAGO DO SUL;1443;20742.1953125;14374.36035156
SANTA CATARINA;SC;SUL;JACINTO MACHADO;11051;181099.75;16387.63085938
SANTA CATARINA;SC;SUL;ERVAL VELHO;4195;55751.59375;13290.00976562
SANTA CATARINA;SC;SUL;CHAPECÓ;174187;4348897.5;24966.83007812
SANTA CATARINA;SC;SUL;LEBON RÉGIS;12134;126825.78125;10452.09960938
SANTA CATARINA;SC;SUL;PALMEIRA;2456;44152.43359375;17977.38085938
SANTA CATARINA;SC;SUL;MACIEIRA;1787;27063.52929688;15144.66992188
SANTA CATARINA;SC;SUL;IMARUÍ;11677;128429.40625;10998.49023438
SANTA CATARINA;SC;SUL;SÃO MARTINHO;3281;49147.94921875;14979.55957031
SANTA CATARINA;SC;SUL;SAUDADES;8929;138512.796875;15512.69042969
SANTA CATARINA;SC;SUL;GOVERNADOR CELSO RAMOS;12704;117229.25;9227.74023438
SANTA CATARINA;SC;SUL;RIQUEZA;5126;55484.09375;10824.04980469
SANTA CATARINA;SC;SUL;NAVEGANTES;57324;911398.5;15899.0703125
SANTA CATARINA;SC;SUL;CANELINHA;10168;101460.0;9978.36035156
SANTA CATARINA;SC;SUL;RIO NEGRINHO;44633;531999.8125;11919.4296875
SANTA CATARINA;SC;SUL;DONA EMMA;3583;46140.10546875;12877.50976562
SANTA CATARINA;SC;SUL;ATALANTA;3402;50381.9765625;14809.51953125
SANTA CATARINA;SC;SUL;JUPIÁ;2185;28970.68554688;13258.88964844
SANTA CATARINA;SC;SUL;BALNEÁRIO GAIVOTA;7959;63575.9375;7987.93017578
SANTA CATARINA;SC;SUL;PINHALZINHO;15692;397378.125;25323.609375
SANTA CATARINA;SC;SUL;ANTÔNIO CARLOS;7466;255497.78125;34221.51171875
SANTA CATARINA;SC;SUL;SANTA TEREZINHA;9363;134408.484375;14355.28027344
SANTA CATARINA;SC;SUL;RODEIO;11215;133049.5625;11863.54003906
SANTA CATARINA;SC;SUL;FRAIBURGO;36469;505606.65625;13864.00976562
SANTA CATARINA;SC;SUL;NOVA TRENTO;12025;169361.8125;14084.13964844
SANTA CATARINA;SC;SUL;MIRIM DOCE;2583;62780.0703125;24305.09960938
SANTA CATARINA;SC;SUL;SANTA HELENA;2484;34116.1953125;13734.37988281
SANTA CATARINA;SC;SUL;IRANI;9754;106351.1875;10903.33984375
SANTA CATARINA;SC;SUL;SÃO BERNARDINO;2633;41336.984375;15699.58007812
SANTA CATARINA;SC;SUL;SANTA ROSA DE LIMA;2103;31747.20898438;15096.15039062
SANTA CATARINA;SC;SUL;GARUVA;14281;276213.59375;19341.33007812
SANTA CATARINA;SC;SUL;BALNEÁRIO CAMBORIÚ;102081;1712670.375;16777.56054688
SANTA CATARINA;SC;SUL;CURITIBANOS;39045;541725.9375;13874.40039062
SANTA CATARINA;SC;SUL;MARACAJÁ;6185;120909.96875;19548.90039062
SANTA CATARINA;SC;SUL;URUSSANGA;19936;412457.40625;20689.08007812
SANTA CATARINA;SC;SUL;CAMPOS NOVOS;29133;792458.9375;27201.41992188
SANTA CATARINA;SC;SUL;IPUAÇU;6881;96428.328125;14013.70996094
SANTA CATARINA;SC;SUL;TIJUCAS;29674;546768.125;18425.83007812
SANTA CATARINA;SC;SUL;ZORTÉA;3015;35851.91796875;11891.1796875
SANTA CATARINA;SC;SUL;ÁGUAS DE CHAPECÓ;6354;134774.40625;21210.94921875
SANTA CATARINA;SC;SUL;GRAVATAL;10793;121639.0234375;11270.1796875
SANTA CATARINA;SC;SUL;PRESIDENTE CASTELLO BRANCO;1779;22967.5390625;12910.37011719
SANTA CATARINA;SC;SUL;SÃO FRANCISCO DO SUL;40030;3321852.5;82984.0703125
SANTA CATARINA;SC;SUL;CAÇADOR;70720;1308290.75;18499.58984375
SANTA CATARINA;SC;SUL;FORQUILHINHA;21928;524505.75;23919.44921875
SANTA CATARINA;SC;SUL;FLOR DO SERTÃO;1700;18362.84179688;10801.66992188
SANTA CATARINA;SC;SUL;BELMONTE;2790;31234.45117188;11195.13964844
SANTA CATARINA;SC;SUL;NOVA ITABERABA;4222;61300.4765625;14519.29980469
SANTA CATARINA;SC;SUL;ALTO BELA VISTA;2071;29617.34765625;14300.99023438
SANTA CATARINA;SC;SUL;LINDÓIA DO SUL;4662;102623.84375;22012.83984375
SANTA CATARINA;SC;SUL;MASSARANDUBA;14500;258986.640625;17861.15039062
SANTA CATARINA;SC;SUL;OURO;7231;82298.9765625;11381.41015625
SANTA CATARINA;SC;SUL;CAMPO BELO DO SUL;8212;95864.1484375;11673.66992188
SANTA CATARINA;SC;SUL;TANGARÁ;8611;193337.234375;22452.359375
SANTA CATARINA;SC;SUL;RIO DO OESTE;7033;128651.765625;18292.58984375
SANTA CATARINA;SC;SUL;CAMPO ERÊ;9737;187628.90625;19269.6796875
SÃO PAULO;SP;SUDESTE;ITAPEVA;89768;1120700.0;12484.40039062
SÃO PAULO;SP;SUDESTE;ELISIÁRIO;3317;52295.234375;15765.8203125
SÃO PAULO;SP;SUDESTE;GUARUJÁ;308058;3429098.5;11131.33984375
SÃO PAULO;SP;SUDESTE;PEDRINHAS PAULISTA;2927;75881.6875;25924.73046875
SÃO PAULO;SP;SUDESTE;SÃO LUÍS DO PARAITINGA;10908;82827.171875;7593.25
SÃO PAULO;SP;SUDESTE;DIVINOLÂNDIA;11343;158577.421875;13980.20019531
SÃO PAULO;SP;SUDESTE;ARARAQUARA;200666;4193535.25;20898.08984375
SÃO PAULO;SP;SUDESTE;ITAPEVI;205881;3638207.25;17671.41015625
SÃO PAULO;SP;SUDESTE;BASTOS;21380;322317.3125;15075.65039062
SÃO PAULO;SP;SUDESTE;TRÊS FRONTEIRAS;5163;49727.08984375;9631.4296875
SÃO PAULO;SP;SUDESTE;AMÉRICO BRASILIENSE;33255;578886.875;17407.50976562
SÃO PAULO;SP;SUDESTE;SERTÃOZINHO;110999;4155643.5;37438.5703125
SÃO PAULO;SP;SUDESTE;SABINO;5420;71262.4765625;13148.05957031
SÃO PAULO;SP;SUDESTE;CARAGUATATUBA;96125;1147377.5;11936.30957031
SÃO PAULO;SP;SUDESTE;SANTO EXPEDITO;2956;27413.52148438;9273.86035156
SÃO PAULO;SP;SUDESTE;PAULO DE FARIA;9463;121381.28125;12826.9296875
SÃO PAULO;SP;SUDESTE;SÃO JOÃO DO PAU D'ALHO;2191;36372.3046875;16600.77929688
SÃO PAULO;SP;SUDESTE;PAULICÉIA;5791;73761.8125;12737.3203125
SÃO PAULO;SP;SUDESTE;TREMEMBÉ;41159;393278.46875;9555.09960938
SÃO PAULO;SP;SUDESTE;LEME;88995;1338844.125;15044.04003906
SÃO PAULO;SP;SUDESTE;NOVA EUROPA;10092;113681.1171875;11264.48046875
SÃO PAULO;SP;SUDESTE;SÃO JOÃO DAS DUAS PONTES;2630;31190.76757812;11859.61035156
SÃO PAULO;SP;SUDESTE;PROMISSÃO;37570;771585.3125;20537.26953125
SÃO PAULO;SP;SUDESTE;NOVAIS;3974;37936.8671875;9546.26953125
SÃO PAULO;SP;SUDESTE;SANTO ANASTÁCIO;21222;225050.078125;10604.5703125
SÃO PAULO;SP;SUDESTE;GUZOLÂNDIA;4917;45986.609375;9352.5703125
SÃO PAULO;SP;SUDESTE;PEREIRAS;8076;143394.953125;17755.68945312
SÃO PAULO;SP;SUDESTE;PIRAJU;29398;347479.03125;11819.8203125
SÃO PAULO;SP;SUDESTE;CUNHA;23735;127499.703125;5371.79980469
SÃO PAULO;SP;SUDESTE;VALINHOS;107481;3042457.0;28306.9296875
SÃO PAULO;SP;SUDESTE;FLORÍNIA;2856;97524.5234375;34147.23828125
SÃO PAULO;SP;SUDESTE;FERNANDÓPOLIS;63539;978006.125;15392.21972656
SÃO PAULO;SP;SUDESTE;RIOLÂNDIA;10542;100229.5703125;9507.63964844
SÃO PAULO;SP;SUDESTE;MAUÁ;417458;6574846.5;15749.71972656
SÃO PAULO;SP;SUDESTE;VÁRZEA PAULISTA;107211;1421194.0;13256.04980469
SÃO PAULO;SP;SUDESTE;RIVERSUL;6520;43661.6171875;6696.56982422
SÃO PAULO;SP;SUDESTE;ALTO ALEGRE;4267;38369.390625;8992.12011719
SÃO PAULO;SP;SUDESTE;BRAGANÇA PAULISTA;145894;2389078.25;16375.44042969
SÃO PAULO;SP;SUDESTE;VARGEM GRANDE PAULISTA;44754;632840.3125;14140.41992188
SÃO PAULO;SP;SUDESTE;CÁSSIA DOS COQUEIROS;2737;39400.171875;14395.38964844
SÃO PAULO;SP;SUDESTE;RIBEIRÃO PRETO;563107;14688064.0;26083.97070312
SÃO PAULO;SP;SUDESTE;TIMBURI;2548;29524.6484375;11587.37988281
SÃO PAULO;SP;SUDESTE;VITÓRIA BRASIL;1662;17446.89453125;10497.53027344
SÃO PAULO;SP;SUDESTE;PRESIDENTE VENCESLAU;38439;432351.59375;11247.73046875
SÃO PAULO;SP;SUDESTE;VARGEM;7098;60099.21484375;8467.05957031
SÃO PAULO;SP;SUDESTE;ITARARÉ;51412;550863.0625;10714.6796875
SÃO PAULO;SP;SUDESTE;BURITIZAL;4096;245243.796875;59873.96875
SÃO PAULO;SP;SUDESTE;UBATUBA;81096;843726.0625;10404.04003906
SÃO PAULO;SP;SUDESTE;MACEDÔNIA;3393;37272.37109375;10985.08007812
SÃO PAULO;SP;SUDESTE;EMILIANÓPOLIS;3184;31979.79492188;10043.91015625
SÃO PAULO;SP;SUDESTE;HORTOLÂNDIA;205856;4855737.5;23588.02929688
SÃO PAULO;SP;SUDESTE;MIRACATU;23801;169384.6875;7116.70019531
SÃO PAULO;SP;SUDESTE;DOLCINÓPOLIS;2272;21796.19726562;9593.40039062
SÃO PAULO;SP;SUDESTE;LAVRINHAS;7002;58571.69140625;8364.99023438
SÃO PAULO;SP;SUDESTE;SANTOS;417098;22546134.0;54054.76171875
SÃO PAULO;SP;SUDESTE;ITAÍ;24093;343309.71875;14249.36035156
SÃO PAULO;SP;SUDESTE;IBATÉ;29714;349127.375;11749.58984375
SÃO PAULO;SP;SUDESTE;PANORAMA;14577;123048.6171875;8441.29003906
SÃO PAULO;SP;SUDESTE;ÁGUAS DE SANTA BÁRBARA;5612;101069.890625;18009.59960938
SÃO PAULO;SP;SUDESTE;BARRA DO CHAPÉU;5358;33205.44921875;6197.35986328
SÃO PAULO;SP;SUDESTE;JANDIRA;112130;1409889.375;12573.70019531
SÃO PAULO;SP;SUDESTE;SÃO JOSÉ DO BARREIRO;4490;31528.9453125;7022.04003906
SÃO PAULO;SP;SUDESTE;RIO GRANDE DA SERRA;41602;421630.78125;10134.87011719
SÃO PAULO;SP;SUDESTE;AREIÓPOLIS;11157;88476.9921875;7930.18017578
SÃO PAULO;SP;SUDESTE;MARINÓPOLIS;2158;26659.51367188;12353.80957031
SÃO PAULO;SP;SUDESTE;MOCOCA;68718;1053969.625;15337.61035156
SÃO PAULO;SP;SUDESTE;BURI;18146;246487.109375;13583.54980469
SÃO PAULO;SP;SUDESTE;JOANÓPOLIS;11169;133914.796875;11989.86035156
SÃO PAULO;SP;SUDESTE;PRESIDENTE BERNARDES;15382;147201.09375;9569.70019531
SÃO PAULO;SP;SUDESTE;ANHUMAS;3947;37064.9296875;9390.66015625
SÃO PAULO;SP;SUDESTE;BRAÚNA;5043;40781.84375;8086.81982422
SÃO PAULO;SP;SUDESTE;SANTA CRUZ DA ESPERANÇA;1733;31603.69140625;18236.41015625
SÃO PAULO;SP;SUDESTE;OUROESTE;7598;565069.375;74370.8125
SÃO PAULO;SP;SUDESTE;MONTE MOR;46641;1123404.75;24086.2109375
SÃO PAULO;SP;SUDESTE;SÃO BENTO DO SAPUCAÍ;10966;91414.5625;8336.1796875
SÃO PAULO;SP;SUDESTE;LIMEIRA;281583;5752286.0;20428.38085938
SÃO PAULO;SP;SUDESTE;SOCORRO;34447;400702.0625;11632.41992188
SÃO PAULO;SP;SUDESTE;RIO CLARO;191886;4522812.5;23570.31054688
SÃO PAULO;SP;SUDESTE;BOFETE;9375;116283.3046875;12403.54980469
SÃO PAULO;SP;SUDESTE;PINHALZINHO;12591;112249.3671875;8915.04980469
SÃO PAULO;SP;SUDESTE;TUPÃ;64098;926208.5;14449.87988281
SÃO PAULO;SP;SUDESTE;CERQUEIRA CÉSAR;17337;242703.625;13999.16992188
SÃO PAULO;SP;SUDESTE;CRUZEIRO;79957;1022254.625;12785.05957031
SÃO PAULO;SP;SUDESTE;SANDOVALINA;3387;224719.375;66347.6171875
SÃO PAULO;SP;SUDESTE;FARTURA;14969;162512.703125;10856.62011719
SÃO PAULO;SP;SUDESTE;PIRASSUNUNGA;71470;1306196.375;18276.15039062
SÃO PAULO;SP;SUDESTE;LAVÍNIA;9445;98269.296875;10404.37011719
SÃO PAULO;SP;SUDESTE;PEDRA BELA;6142;52908.13671875;8614.15039062
SÃO PAULO;SP;SUDESTE;BOTUCATU;130348;2317107.75;17776.3203125
SÃO PAULO;SP;SUDESTE;GUARAREMA;26974;429408.71875;15919.36035156
SÃO PAULO;SP;SUDESTE;FLORA RICA;2029;31833.52148438;15689.26953125
SÃO PAULO;SP;SUDESTE;SANTO ANTÔNIO DE POSSE;21247;314125.59375;14784.46972656
SÃO PAULO;SP;SUDESTE;LUCIANÓPOLIS;2443;27770.9140625;11367.54980469
SÃO PAULO;SP;SUDESTE;SANTA BÁRBARA D'OESTE;189573;3115531.0;16434.47070312
SÃO PAULO;SP;SUDESTE;ITIRAPINA;14829;170254.15625;11481.16015625
SÃO PAULO;SP;SUDESTE;GUARAÇAÍ;8657;96547.890625;11152.58007812
SÃO PAULO;SP;SUDESTE;LUÍS ANTÔNIO;11924;613366.0;51439.62109375
SÃO PAULO;SP;SUDESTE;SÃO BERNARDO DO CAMPO;810979;28935768.0;35680.05078125
SÃO PAULO;SP;SUDESTE;SANTO ANTÔNIO DO ARACANGUÁ;7335;191874.171875;26158.72070312
SÃO PAULO;SP;SUDESTE;TIETÊ;36211;785465.8125;21691.359375
SÃO PAULO;SP;SUDESTE;AMPARO;65928;1783702.875;27055.3203125
SÃO PAULO;SP;SUDESTE;PIRACAIA;22740;241701.421875;10628.91015625
SÃO PAULO;SP;SUDESTE;INDIANA;4751;37543.671875;7902.27001953
SÃO PAULO;SP;SUDESTE;SANTO ANDRÉ;673396;14709603.0;21843.91015625
SÃO PAULO;SP;SUDESTE;CONCHAS;16274;207561.140625;12754.16015625
SÃO PAULO;SP;SUDESTE;SALTO;109948;2186612.0;19887.68945312
SÃO PAULO;SP;SUDESTE;SAGRES;2338;24909.50976562;10654.20019531
SÃO PAULO;SP;SUDESTE;MATÃO;78222;5187325.0;66315.421875
SÃO PAULO;SP;SUDESTE;RUBINÉIA;2611;32480.0859375;12439.70996094
SÃO PAULO;SP;SUDESTE;FLÓRIDA PAULISTA;13761;150708.21875;10951.83984375
SÃO PAULO;SP;SUDESTE;SÃO JOSÉ DO RIO PRETO;419632;7879047.5;18776.08984375
SÃO PAULO;SP;SUDESTE;SÃO JOSÉ DO RIO PARDO;53281;1017558.25;19097.9609375
SÃO PAULO;SP;SUDESTE;UBIRAJARA;4472;45077.65625;10079.98046875
SÃO PAULO;SP;SUDESTE;CAIUÁ;5447;101315.828125;18600.30078125
SÃO PAULO;SP;SUDESTE;IBITINGA;53148;711619.875;13389.40039062
SÃO PAULO;SP;SUDESTE;RIFAINA;3826;35500.32421875;9278.70996094
SÃO PAULO;SP;SUDESTE;LOURDES;2032;24232.84960938;11925.62011719
SÃO PAULO;SP;SUDESTE;TORRINHA;9278;89145.484375;9608.26953125
SÃO PAULO;SP;SUDESTE;URUPÊS;12388;157686.28125;12728.95019531
SÃO PAULO;SP;SUDESTE;ALUMÍNIO;16427;1693931.125;103118.7109375
SÃO PAULO;SP;SUDESTE;SANTA MARIA DA SERRA;5920;72653.828125;12272.61035156
SÃO PAULO;SP;SUDESTE;CAMPOS NOVOS PAULISTA;5014;83582.3515625;16669.7890625
SÃO PAULO;SP;SUDESTE;ORIENTE;6382;53553.72265625;8391.37011719
SÃO PAULO;SP;SUDESTE;ARUJÁ;80922;1529719.875;18903.63085938
SÃO PAULO;SP;SUDESTE;COSMÓPOLIS;59297;804188.75;13562.04980469
SÃO PAULO;SP;SUDESTE;TAPIRAÍ;7991;69275.9609375;8669.25
SÃO PAULO;SP;SUDESTE;PAULÍNIA;84577;7779836.5;91985.25
SÃO PAULO;SP;SUDESTE;SANTA CRUZ DA CONCEIÇÃO;4154;56048.78125;13492.73046875
SÃO PAULO;SP;SUDESTE;OURINHOS;104542;1470158.625;14062.84960938
SÃO PAULO;SP;SUDESTE;JUNQUEIRÓPOLIS;19976;218303.9375;10928.30957031
SÃO PAULO;SP;SUDESTE;TAQUARIVAÍ;5541;92248.1015625;16648.27929688
SÃO PAULO;SP;SUDESTE;GUARÁ;19168;250581.265625;13072.90039062
SÃO PAULO;SP;SUDESTE;ITANHAÉM;87338;824090.75;9435.65039062
SÃO PAULO;SP;SUDESTE;VALENTIM GENTIL;10082;152630.0625;15138.87011719
SÃO PAULO;SP;SUDESTE;ALAMBARI;4391;64996.13671875;14802.12988281
SÃO PAULO;SP;SUDESTE;TACIBA;5675;258140.546875;45487.3203125
SÃO PAULO;SP;SUDESTE;ENGENHEIRO COELHO;14300;219832.53125;15372.90039062
SÃO PAULO;SP;SUDESTE;PARANAPANEMA;17752;291595.78125;16426.08007812
SÃO PAULO;SP;SUDESTE;ITAPUÍ;12536;211197.859375;16847.31054688
SÃO PAULO;SP;SUDESTE;VISTA ALEGRE DO ALTO;6874;144300.53125;20992.22070312
SÃO PAULO;SP;SUDESTE;CORDEIRÓPOLIS;20720;1366099.25;65931.4296875
SÃO PAULO;SP;SUDESTE;ÁGUAS DE SÃO PEDRO;2613;50880.55078125;19472.08007812
SÃO PAULO;SP;SUDESTE;MONTE ALEGRE DO SUL;7473;93054.9453125;12452.15039062
SÃO PAULO;SP;SUDESTE;VOTUPORANGA;81279;1138017.0;14001.37011719
SÃO PAULO;SP;SUDESTE;PALMEIRA D'OESTE;9706;108116.234375;11139.11035156
SÃO PAULO;SP;SUDESTE;PEDERNEIRAS;43245;624309.8125;14436.58007812
SÃO PAULO;SP;SUDESTE;COTIA;182045;5427421.5;29813.63085938
SÃO PAULO;SP;SUDESTE;ARARAS;114515;2407399.25;21022.5703125
SÃO PAULO;SP;SUDESTE;TAQUARITUBA;23060;253338.09375;10986.04003906
SÃO PAULO;SP;SUDESTE;SANTA CRUZ DAS PALMEIRAS;33583;255420.546875;7605.64990234
SÃO PAULO;SP;SUDESTE;NOVA INDEPENDÊNCIA;2742;210455.484375;76752.546875
SÃO PAULO;SP;SUDESTE;TARUMÃ;13386;320347.21875;23931.50976562
SÃO PAULO;SP;SUDESTE;GASTÃO VIDIGAL;4118;37278.69921875;9052.62011719
SÃO PAULO;SP;SUDESTE;MENDONÇA;4217;48696.28515625;11547.61035156
SÃO PAULO;SP;SUDESTE;PEDRO DE TOLEDO;10254;70778.8984375;6902.56005859
SÃO PAULO;SP;SUDESTE;SANTA ALBERTINA;4992;56413.41796875;11300.75976562
SÃO PAULO;SP;SUDESTE;ADAMANTINA;34424;531913.5;15451.8203125
SÃO PAULO;SP;SUDESTE;PLATINA;3407;49894.515625;14644.70996094
SÃO PAULO;SP;SUDESTE;IGUAPE;30675;252515.78125;8231.96972656
SÃO PAULO;SP;SUDESTE;COLÔMBIA;6345;144238.203125;22732.58007812
SÃO PAULO;SP;SUDESTE;REDENÇÃO DA SERRA;4245;36065.66015625;8496.03027344
SÃO PAULO;SP;SUDESTE;POMPÉIA;20168;465391.53125;23075.74023438
SÃO PAULO;SP;SUDESTE;CONCHAL;24485;369008.0625;15070.78027344
SÃO PAULO;SP;SUDESTE;ÁLVARES MACHADO;23779;199326.484375;8382.45996094
SÃO PAULO;SP;SUDESTE;SANTA ERNESTINA;5618;43545.33984375;7751.04003906
SÃO PAULO;SP;SUDESTE;SANTO ANTÔNIO DO JARDIM;5785;78237.4609375;13524.19042969
SÃO PAULO;SP;SUDESTE;MACAUBAL;7672;84924.5390625;11069.41015625
SÃO PAULO;SP;SUDESTE;VARGEM GRANDE DO SUL;39160;435658.78125;11125.09960938
SÃO PAULO;SP;SUDESTE;MARAPOAMA;2780;81859.9609375;29446.02929688
SÃO PAULO;SP;SUDESTE;TAUBATÉ;273426;8324691.0;30445.859375
SÃO PAULO;SP;SUDESTE;MOTUCA;4691;68719.6796875;14649.25976562
SÃO PAULO;SP;SUDESTE;SÃO SEBASTIÃO;73631;3043796.25;41338.51171875
SÃO PAULO;SP;SUDESTE;ORLÂNDIA;37534;787616.25;20984.08007812
SÃO PAULO;SP;SUDESTE;IRACEMÁPOLIS;19700;520704.3125;26431.68945312
SÃO PAULO;SP;SUDESTE;CAJATI;28936;472912.3125;16343.38964844
SÃO PAULO;SP;SUDESTE;SALMOURÃO;4779;53295.08203125;11151.9296875
SÃO PAULO;SP;SUDESTE;SANTO ANTÔNIO DO PINHAL;6896;56594.77734375;8206.90039062
SÃO PAULO;SP;SUDESTE;QUELUZ;11197;78831.6953125;7040.43017578
SÃO PAULO;SP;SUDESTE;TAPIRATIBA;12410;161548.0625;13017.5703125
SÃO PAULO;SP;SUDESTE;ORINDIÚVA;5406;94819.8359375;17539.74023438
SÃO PAULO;SP;SUDESTE;VERA CRUZ;9952;95465.484375;9592.58984375
SÃO PAULO;SP;SUDESTE;PILAR DO SUL;28455;293537.84375;10315.86035156
SÃO PAULO;SP;SUDESTE;TURIÚBA;2040;39628.15625;19425.5703125
SÃO PAULO;SP;SUDESTE;RIBEIRÃO PIRES;112011;1631338.625;14564.08984375
